ID,ImageID,OTUID,Assemblage,CSize,B1a_raw,B2a_raw,B3a_raw,L1a_raw,L2a_raw,L3a_raw,L4a_raw,Pp_raw,B2p_raw,B3p_raw,L2p_raw,L3p_raw,L4p_raw,B1a_cor,B2a_cor,B3a_cor,L1a_cor,L2a_cor,L3a_cor,L4a_cor,Pp_cor,B2p_cor,B3p_cor,L2p_cor,L3p_cor,L4p_cor
313,1744,858,"Grotta del Broion, Sala Grande Q5",2043,57,63,54,65,71,72,63,82,58,58,63,61,60,70.42,71.03,56.52,74.68,84.22,81.98,64.89,89.52,62.74,62.83,65.17,63.03,66.38
312,1737,858,"Grotta del Broion, Sala Grande Q5",1922,51,63,63,58,53,56,60,63,57,47,57,45,58,74.26,76.91,67.37,74.79,75.91,73.3,63.27,76.04,65.21,55.36,60.75,48.53,69.05
311,1726,858,"Grotta del Broion, Sala Grande Q5",2201,69,67,64,74,77,74,63,76,70,55,65,59,65,69.57,67.34,64.11,74.41,77.56,74.42,63.08,76.32,70.2,55.2,65.09,59.09,65.27
310,1742,858,"Grotta del Broion, Sala Grande Q5",1949,39,43,57,49,47,48,57,60,46,51,45,52,41,60.07,55.6,60.96,64.2,67.75,63.67,59.96,71.81,53.43,58.57,48.4,55.19,51.01
309,1736,858,"Grotta del Broion, Sala Grande Q5",2063,70,71,66,71,70,68,71,74,75,59,67,72,82,81.79,78.05,68.22,79.51,81.62,76.77,72.66,80.61,79.16,63.24,68.9,73.79,87.6
308,1725,858,"Grotta del Broion, Sala Grande Q5",2080,62,60,70,65,65,63,66,61,57,58,61,61,63,72.41,66.23,71.96,72.51,75.26,70.74,67.46,66.84,60.67,61.74,62.68,62.58,67.95
307,1740,858,"Grotta del Broion, Sala Grande Q5",2208,71,54,50,67,71,60,57,75,56,57,53,56,62,71.0,54.0,50.0,67.0,71.0,60.0,57.0,75.0,56.0,57.0,53.0,56.0,62.0
306,1637,852,"Grotta del Broion, Sala Grande Q4",2162,58,55,55,72,69,70,66,64,52,52,49,56,58,61.44,55.03,56.45,69.36,71.56,70.94,69.08,62.53,53.26,52.52,52.2,60.34,61.73
305,1630,852,"Grotta del Broion, Sala Grande Q4",2141,64,60,76,70,70,73,75,64,59,61,68,68,66,67.93,60.03,77.66,66.97,72.93,74.07,78.52,62.31,60.44,61.6,71.66,72.97,70.27
304,1643,852,"Grotta del Broion, Sala Grande Q4",2007,52,50,56,64,60,62,53,55,51,48,62,59,57,59.11,50.06,59.0,58.53,65.29,63.94,59.36,51.95,53.61,49.08,68.62,67.98,64.72
303,1636,852,"Grotta del Broion, Sala Grande Q4",2307,69,64,63,62,74,70,78,56,66,61,68,74,70,69.0,64.0,63.0,62.0,74.0,70.0,78.0,56.0,66.0,61.0,68.0,74.0,70.0
302,1641,852,"Grotta del Broion, Sala Grande Q4",1926,51,61,57,63,65,59,67,59,58,53,50,54,48,60.03,61.07,60.81,56.05,71.72,61.46,75.08,55.13,61.32,54.37,58.4,65.4,57.81
301,1634,852,"Grotta del Broion, Sala Grande Q4",2144,62,77,75,67,67,66,73,86,66,67,63,74,68,65.86,77.03,76.63,64.03,69.87,67.05,76.46,84.34,67.42,67.58,66.59,78.88,72.2
300,1640,852,"Grotta del Broion, Sala Grande Q4",1979,64,65,66,79,71,80,81,75,63,67,61,68,75,71.77,65.06,69.28,73.02,76.78,82.12,87.96,71.67,65.85,68.18,68.23,77.82,83.44
299,1633,852,"Grotta del Broion, Sala Grande Q4",2009,76,81,75,81,72,77,73,77,70,73,66,73,68,83.06,81.06,77.98,75.57,77.26,78.92,79.32,73.97,72.59,74.07,72.57,81.92,75.67
298,1682,857,"Grotta del Broion, Sala Grande N",2078,51,52,53,55,53,53,60,53,59,50,48,55,49,53.87,53.19,54.24,58.89,55.28,54.04,59.48,57.92,61.37,54.15,50.22,60.71,50.49
297,1706,857,"Grotta del Broion, Sala Grande N",1923,52,59,60,62,69,62,67,65,61,51,68,51,60,59.37,62.07,63.18,71.99,74.86,64.68,65.67,77.62,67.07,61.64,73.71,65.64,63.83
296,1696,857,"Grotta del Broion, Sala Grande N",2177,70,69,63,65,72,67,65,75,66,59,70,75,67,70.0,69.0,63.0,65.0,72.0,67.0,65.0,75.0,66.0,59.0,70.0,75.0,67.0
295,1705,857,"Grotta del Broion, Sala Grande N",2052,65,64,63,65,67,65,73,70,55,63,59,62,54,68.63,65.51,64.57,69.91,69.88,66.32,72.35,76.21,57.99,68.24,61.81,69.21,55.89
294,1692,857,"Grotta del Broion, Sala Grande N",2141,59,64,71,78,79,72,93,91,73,71,69,64,64,60.04,64.43,71.45,79.42,79.83,72.38,92.81,92.79,73.86,72.51,69.81,66.08,64.54
293,1713,857,"Grotta del Broion, Sala Grande N",1908,56,61,58,55,60,64,78,66,59,48,53,53,56,63.81,64.25,61.37,65.57,66.21,66.83,76.59,79.37,65.43,59.27,59.04,68.51,60.06
292,1702,857,"Grotta del Broion, Sala Grande N",2004,53,50,53,59,60,61,64,64,54,56,72,67,62,58.02,52.09,55.17,65.8,63.99,62.82,63.1,72.6,58.13,63.25,75.89,76.97,64.61
291,1685,857,"Grotta del Broion, Sala Grande N",2086,54,63,59,57,65,68,71,74,65,62,55,61,64,56.64,64.1,60.14,60.58,67.1,68.96,70.52,78.52,67.17,65.81,57.04,66.25,65.37
290,1709,857,"Grotta del Broion, Sala Grande N",1970,60,69,71,60,73,74,72,69,70,69,55,68,68,66.01,71.5,73.59,68.14,77.78,76.18,70.92,79.29,74.95,77.67,59.65,79.93,71.12
289,1697,857,"Grotta del Broion, Sala Grande N",2141,57,58,61,66,67,67,59,72,63,64,64,73,63,58.04,58.43,61.45,67.42,67.83,67.38,58.81,73.79,63.86,65.51,64.81,75.08,63.54
288,4642,1033,Ghent,2248,61,79,76,70,70,64,83,84,64,64,73,60,65,60.57,79.12,76.24,68.73,69.57,64.04,80.77,82.69,61.69,63.86,71.46,59.92,63.9
287,4650,1033,Ghent,2143,88,90,92,77,84,91,94,67,57,67,55,53,59,86.83,90.34,92.66,73.5,82.81,91.11,87.87,63.4,50.64,66.61,50.76,52.77,55.98
286,4658,1033,Ghent,2136,74,98,74,84,94,90,77,66,59,59,52,66,67,72.78,98.35,74.69,80.35,92.76,90.11,70.61,62.25,52.37,58.59,47.58,65.76,63.85
285,4645,1033,Ghent,2002,74,70,67,75,76,75,83,80,68,53,62,57,63,71.82,70.62,68.22,68.51,73.79,75.2,71.63,73.32,56.2,52.28,54.13,56.57,57.39
284,4654,1033,Ghent,2296,76,69,67,86,90,88,72,65,52,54,58,66,63,75.91,69.02,67.05,85.75,89.91,88.01,71.55,64.74,51.54,53.97,57.69,65.98,62.78
283,4640,1033,Ghent,2212,71,64,70,74,63,70,66,70,56,57,49,57,54,70.32,64.2,70.38,71.97,62.31,70.06,62.43,67.9,52.3,56.77,46.53,56.86,52.24
282,4649,1033,Ghent,2038,71,70,68,81,74,78,78,67,60,62,66,63,66,69.08,70.55,69.08,75.28,72.05,78.18,67.97,61.11,49.59,61.36,59.06,62.62,61.05
281,4657,1033,Ghent,2165,53,73,77,62,68,75,83,70,44,57,43,57,59,51.98,73.29,77.57,58.97,66.97,75.09,77.69,66.88,38.48,56.66,39.32,56.8,56.38
280,4644,1033,Ghent,2235,67,72,59,64,62,62,77,50,50,53,36,44,42,66.48,72.15,59.29,62.45,61.47,62.05,74.29,48.41,47.18,52.83,34.12,43.9,40.66
279,4653,1033,Ghent,2308,82,87,66,65,79,78,71,57,56,49,54,55,54,82.0,87.0,66.0,65.0,79.0,78.0,71.0,57.0,56.0,49.0,54.0,55.0,54.0
278,4639,1033,Ghent,2270,72,64,75,66,74,66,66,71,55,63,62,59,69,71.73,64.08,75.15,65.19,73.73,66.02,64.59,70.17,53.53,62.91,61.02,58.95,68.3
277,4648,1033,Ghent,2290,65,79,78,77,84,91,78,74,54,65,53,67,65,64.87,79.04,78.07,76.62,83.87,91.01,77.33,73.61,53.31,64.96,52.54,66.97,64.67
276,4656,1033,Ghent,2211,68,65,77,82,77,87,76,72,56,43,47,50,64,67.31,65.2,77.39,79.94,76.3,87.06,72.4,69.88,52.26,42.77,44.51,49.86,62.22
275,4643,1033,Ghent,2113,69,73,66,68,81,70,79,62,64,47,60,58,66,67.61,73.4,66.78,63.87,79.59,70.13,71.76,57.74,56.48,46.54,54.98,57.73,62.43
274,4652,1033,Ghent,2123,75,64,74,87,80,82,80,79,57,62,61,51,61,73.68,64.38,74.74,83.08,78.66,82.12,73.13,74.96,49.87,61.56,56.24,50.74,57.61
273,4638,1033,Ghent,2159,57,69,70,70,85,72,70,72,62,56,53,57,55,55.94,69.3,70.6,66.84,83.92,72.1,64.46,68.75,56.25,55.65,49.17,56.79,52.27
272,4647,1033,Ghent,2178,95,80,75,88,79,78,82,75,65,61,58,60,65,94.07,80.26,75.52,85.24,78.06,78.09,77.17,72.16,59.99,60.69,54.66,59.82,62.62
271,4655,1033,Ghent,2288,67,70,77,73,72,81,71,69,47,56,49,51,55,66.86,70.04,77.08,72.58,71.86,81.01,70.26,68.56,46.23,55.95,48.49,50.97,54.63
270,3880,801,Fuchsloch im Krockstein,2002,74,73,77,64,44,42,65,58,34,37,38,38,44,77.93,79.33,88.2,70.53,47.29,48.6,70.26,63.85,37.77,43.4,40.73,41.7,48.34
269,3899,801,Fuchsloch im Krockstein,2115,67,67,84,76,68,72,72,85,54,55,64,69,61,67.38,67.61,85.07,76.63,68.32,72.63,72.5,85.56,54.36,55.61,64.26,69.35,61.42
268,3874,801,Fuchsloch im Krockstein,1959,79,70,79,79,81,80,79,81,58,70,67,61,65,84.28,78.5,94.05,87.78,85.42,88.88,86.06,88.87,63.07,78.6,70.66,65.97,70.84
267,3894,801,Fuchsloch im Krockstein,1998,58,63,75,63,63,67,81,77,49,49,63,60,63,62.06,69.53,86.56,69.74,66.4,73.82,86.42,83.04,52.89,55.6,65.81,63.81,67.48
266,3879,801,Fuchsloch im Krockstein,1983,70,68,72,67,73,63,72,71,57,52,55,56,51,74.53,75.29,84.9,74.53,76.79,70.61,78.05,77.74,61.34,59.37,58.14,60.26,56.0
265,3898,801,Fuchsloch im Krockstein,1902,69,68,60,68,65,67,70,78,45,44,55,48,56,76.08,79.39,80.15,79.76,70.92,78.89,79.46,88.54,51.78,55.51,59.91,54.65,63.82
264,3872,801,Fuchsloch im Krockstein,2127,79,76,82,71,72,74,79,70,63,63,51,47,54,79.0,76.0,82.0,71.0,72.0,74.0,79.0,70.0,63.0,63.0,51.0,47.0,54.0
263,3883,801,Fuchsloch im Krockstein,1912,63,60,65,54,56,50,58,72,50,58,58,53,54,69.76,70.88,84.26,65.24,61.66,61.36,67.04,82.07,56.48,69.0,62.69,59.36,61.47
262,3878,801,Fuchsloch im Krockstein,1769,53,43,41,47,48,55,57,53,41,37,44,50,44,64.26,61.12,73.07,65.71,57.42,73.91,72.05,69.76,51.8,55.32,51.81,60.58,56.44
261,3897,801,Fuchsloch im Krockstein,1998,64,67,76,74,73,67,74,69,47,44,60,55,55,68.06,73.53,87.56,80.74,76.4,73.82,79.42,75.04,50.89,50.6,62.81,58.81,59.48
260,3881,801,Fuchsloch im Krockstein,2116,63,63,70,69,64,78,68,73,47,56,59,58,56,63.35,63.56,70.99,69.57,64.29,78.58,68.46,73.52,47.33,56.56,59.24,58.33,56.38
259,3875,801,Fuchsloch im Krockstein,2021,76,75,83,72,74,78,74,78,54,66,51,51,57,79.33,80.36,92.49,77.54,76.79,83.6,78.46,82.96,57.2,71.42,53.31,54.13,60.68
258,3895,801,Fuchsloch im Krockstein,1864,69,67,69,69,80,64,66,62,50,43,54,42,41,77.27,80.31,92.56,82.75,86.92,77.89,77.06,74.32,57.93,56.46,59.74,49.78,50.14
257,4039,1008,Frankfurt am Main,1820,59,61,64,61,61,69,56,60,56,50,40,47,57,74.21,72.72,83.78,79.27,79.27,87.25,79.5,80.64,62.17,50.66,43.8,56.4,58.36
256,4037,1008,Frankfurt am Main,2140,62,61,71,72,70,75,67,72,44,41,61,48,53,65.68,63.83,75.78,76.42,74.42,79.41,72.68,76.99,45.49,41.16,61.92,50.27,53.33
255,4041,1008,Frankfurt am Main,1904,62,70,70,64,70,74,70,60,47,57,59,60,58,74.18,79.39,85.85,78.64,84.64,88.62,88.82,76.53,51.94,57.53,62.04,67.53,59.09
254,4032,1008,Frankfurt am Main,2242,82,80,84,84,89,92,91,78,65,58,51,72,64,82.0,80.0,84.0,84.0,89.0,92.0,91.0,78.0,65.0,58.0,51.0,72.0,64.0
253,4040,1008,Frankfurt am Main,1835,64,61,56,67,70,69,64,55,50,49,60,61,61,78.67,72.31,75.08,84.62,87.63,86.6,86.67,74.91,55.95,49.63,63.66,70.06,62.31
252,2472,924,Fortuna utca 16-18/2,1894,54,63,60,59,59,59,67,81,66,66,62,71,72,55.71,65.53,59.37,62.56,65.43,60.39,70.42,88.58,73.98,69.05,67.93,77.04,78.36
251,2481,924,Fortuna utca 16-18/2,1964,66,60,63,61,69,64,71,73,62,67,56,69,62,66.74,61.09,62.73,62.54,71.77,64.6,72.47,76.26,65.44,68.31,58.56,71.6,64.74
250,2490,924,Fortuna utca 16-18/2,1877,53,57,71,56,62,70,55,66,62,77,62,72,68,54.95,59.88,70.28,60.05,69.32,71.59,58.89,74.62,71.09,80.47,68.75,78.88,75.24
249,2476,924,Fortuna utca 16-18/2,1891,55,51,55,55,59,57,57,73,52,57,54,64,52,56.75,53.59,54.35,58.65,65.59,58.43,60.5,80.76,60.18,60.13,60.07,70.19,58.52
248,2486,924,Fortuna utca 16-18/2,2004,52,64,59,57,54,47,60,84,72,64,78,80,70,52.18,64.27,58.93,57.38,54.68,47.15,60.36,84.8,72.84,64.32,78.63,80.64,70.67
247,2470,924,Fortuna utca 16-18/2,1852,55,63,59,57,59,55,73,73,75,63,71,75,70,57.29,66.39,58.16,61.78,67.63,56.87,77.58,83.16,85.71,67.09,78.96,83.11,78.53
246,2480,924,Fortuna utca 16-18/2,1936,71,45,56,65,67,63,56,68,76,63,67,65,62,72.13,46.67,55.59,67.35,71.24,63.92,58.25,72.99,81.26,65.01,70.91,68.98,66.19
245,2489,924,Fortuna utca 16-18/2,1859,63,64,62,68,78,80,77,80,63,69,75,79,77,65.2,67.25,61.19,72.58,86.26,81.79,81.39,89.73,73.26,72.92,82.62,86.76,85.17
244,2475,924,Fortuna utca 16-18/2,1870,39,35,49,56,48,53,55,64,62,56,59,53,50,41.04,38.02,48.25,60.26,55.69,54.66,59.08,73.05,71.54,59.65,66.09,60.22,57.6
243,2483,924,Fortuna utca 16-18/2,1779,62,55,65,57,58,54,66,65,65,64,57,56,62,65.31,59.89,63.78,63.89,70.45,56.69,72.61,79.66,80.45,69.9,68.47,67.69,74.31
242,2478,924,Fortuna utca 16-18/2,1920,57,59,53,66,73,67,63,74,67,63,74,65,61,58.35,60.99,52.5,68.81,78.07,68.1,65.69,79.97,73.3,65.41,78.68,69.76,66.02
241,2488,924,Fortuna utca 16-18/2,1886,40,44,47,50,45,57,77,67,57,64,50,54,61,41.82,46.69,46.33,53.79,51.85,58.48,80.64,75.07,65.5,67.25,56.32,60.44,67.77
240,2473,924,Fortuna utca 16-18/2,1888,66,66,65,62,70,64,59,76,62,61,63,61,66,67.79,68.65,64.34,65.74,76.75,65.46,62.58,83.94,70.37,64.2,69.22,67.34,72.67
239,2482,924,Fortuna utca 16-18/2,1875,60,44,63,57,55,63,63,70,41,72,63,69,65,61.97,46.92,62.27,61.11,62.43,64.61,66.94,78.75,50.22,75.52,69.85,75.98,72.34
238,2491,924,Fortuna utca 16-18/2,1793,58,58,39,56,50,51,47,57,53,55,62,58,50,61.12,62.61,37.85,62.49,61.72,53.54,53.22,70.8,67.54,60.56,72.8,69.0,61.58
237,2477,924,Fortuna utca 16-18/2,1979,52,62,48,61,70,57,58,75,62,64,52,61,60,52.53,62.78,47.81,62.1,71.99,57.43,59.06,77.34,64.47,64.94,53.83,62.87,61.97
236,2487,924,Fortuna utca 16-18/2,2017,65,56,52,67,70,67,78,75,81,72,83,72,83,65.0,56.0,52.0,67.0,70.0,67.0,78.0,75.0,81.0,72.0,83.0,72.0,83.0
235,2538,928,Dzerava skala Cave,2173,76,84,88,93,82,91,80,87,66,67,69,65,73,75.93,85.95,89.25,94.59,81.94,91.96,77.63,89.11,67.0,67.59,69.25,64.9,74.68
234,2551,928,Dzerava skala Cave,2053,66,64,79,74,80,83,71,82,45,57,54,58,58,65.81,68.92,82.14,77.99,79.86,85.41,65.04,87.32,47.51,58.49,54.62,57.76,62.24
233,2520,928,Dzerava skala Cave,1985,68,74,65,73,76,80,81,66,75,53,56,51,59,67.75,80.6,69.21,78.36,75.81,83.24,73.0,73.14,78.37,55.01,56.84,50.67,64.69
232,2527,928,Dzerava skala Cave,2030,68,69,69,71,79,80,87,76,60,58,45,54,57,67.79,74.49,72.5,75.46,78.84,82.69,80.35,81.94,62.8,59.67,45.7,53.73,61.73
231,2542,928,Dzerava skala Cave,2113,75,65,87,83,81,92,84,84,49,51,57,60,66,74.87,68.44,89.19,85.79,80.9,93.69,79.84,87.72,50.75,52.04,57.44,59.83,68.96
230,2516,928,Dzerava skala Cave,1999,64,69,62,77,71,75,74,74,54,58,55,47,43,63.76,75.25,65.99,82.08,70.82,78.07,66.42,80.77,57.19,59.9,55.79,46.69,48.39
229,2523,928,Dzerava skala Cave,2159,80,73,93,80,71,84,73,73,75,76,60,65,77,79.91,75.3,94.47,81.87,70.93,85.13,70.21,75.49,76.17,76.7,60.29,64.89,78.98
228,2536,928,Dzerava skala Cave,2127,75,75,81,84,92,93,91,72,59,60,61,60,56,74.88,78.09,82.97,86.51,91.91,94.52,87.26,75.34,60.58,60.94,61.39,59.85,58.66
227,2550,928,Dzerava skala Cave,2010,72,79,78,73,84,83,84,68,66,60,62,66,67,71.77,84.98,81.82,77.86,83.83,85.94,76.75,74.47,69.05,61.82,62.76,65.7,72.16
226,2519,928,Dzerava skala Cave,1954,72,71,80,80,75,79,83,70,56,61,56,56,57,71.72,78.37,84.7,85.98,74.79,82.61,74.07,77.97,59.76,63.24,56.94,55.63,63.35
225,2526,928,Dzerava skala Cave,1943,72,73,96,72,78,77,88,70,66,73,67,59,65,71.71,80.64,100.87,78.2,77.78,80.75,78.74,78.27,69.9,75.32,67.97,58.62,71.58
224,2541,928,Dzerava skala Cave,2003,69,70,76,72,78,70,85,62,57,60,64,65,65,68.77,76.15,79.93,77.0,77.82,73.02,77.54,68.66,60.14,61.87,64.78,64.69,70.31
223,2515,928,Dzerava skala Cave,2048,71,74,65,74,74,71,72,73,61,54,53,56,51,70.81,79.04,68.22,78.09,73.86,73.47,65.89,78.46,63.57,55.53,53.64,55.75,55.35
222,2522,928,Dzerava skala Cave,2089,71,77,75,85,77,76,84,70,67,53,64,61,64,70.85,81.03,77.57,88.27,76.89,77.98,79.12,74.36,69.06,54.22,64.51,60.8,67.47
221,2535,928,Dzerava skala Cave,2063,74,74,72,65,78,74,68,72,42,59,47,55,62,73.82,78.67,74.98,68.79,77.87,76.29,62.34,77.06,44.39,60.42,47.59,54.77,66.03
220,2548,928,Dzerava skala Cave,1876,81,69,89,90,84,89,87,74,60,68,69,68,70,80.65,78.29,94.93,97.55,83.74,93.56,75.74,84.06,64.75,70.82,70.18,67.54,78.01
219,2518,928,Dzerava skala Cave,2053,74,76,70,70,66,73,74,80,67,73,66,60,73,73.81,80.92,73.14,73.99,65.86,75.41,68.04,85.32,69.51,74.49,66.62,59.76,77.24
218,2525,928,Dzerava skala Cave,2027,72,75,81,89,83,81,83,80,64,55,52,71,62,71.79,80.56,84.55,93.52,82.84,83.73,76.26,86.02,66.84,56.69,52.71,70.72,66.79
217,2540,928,Dzerava skala Cave,2031,68,68,67,68,78,81,85,91,63,55,52,60,55,67.79,73.46,70.49,72.44,77.84,83.68,78.38,96.91,65.79,56.66,52.69,59.73,59.71
216,2521,928,Dzerava skala Cave,2085,71,80,87,82,85,89,88,71,65,64,70,70,64,70.84,84.13,89.63,85.35,84.88,91.03,83.0,75.47,67.11,65.25,70.52,69.8,67.56
215,2533,928,Dzerava skala Cave,2015,76,68,74,75,81,76,91,77,52,64,47,45,68,75.78,73.86,77.74,79.76,80.83,78.87,83.9,83.34,54.99,65.78,47.74,44.71,73.05
214,2543,928,Dzerava skala Cave,1893,77,70,70,68,79,91,79,73,53,58,56,62,63,76.66,78.87,75.66,75.21,78.75,95.35,68.25,82.6,57.53,60.7,57.13,61.56,70.65
213,2517,928,Dzerava skala Cave,1947,70,58,58,74,82,69,87,64,53,48,55,61,58,69.71,65.54,62.81,80.12,81.79,72.7,77.86,72.16,56.85,50.29,55.96,60.63,64.5
212,2524,928,Dzerava skala Cave,2252,69,73,68,75,77,77,68,75,58,60,56,53,66,69.0,73.0,68.0,75.0,77.0,77.0,68.0,75.0,58.0,60.0,56.0,53.0,66.0
211,3159,837,Donskaya Negatchevka 9,1881,64,55,63,61,58,66,61,68,70,60,63,70,73,63.73,54.74,63.04,61.86,58.38,66.31,61.38,67.79,70.23,59.22,62.46,70.09,73.15
210,3169,837,Donskaya Negatchevka 9,1803,64,50,59,57,53,53,59,64,58,56,53,59,55,62.25,48.31,59.25,62.66,55.52,55.05,61.53,62.6,59.54,50.85,49.47,59.56,55.97
209,3163,837,Donskaya Negatchevka 9,1781,52,44,58,58,66,62,64,69,69,53,59,62,54,49.84,41.9,58.31,65.02,69.12,64.54,67.13,67.26,70.91,46.62,54.63,62.7,55.2
208,3157,837,Donskaya Negatchevka 9,1789,68,62,59,54,61,53,64,75,63,66,67,63,72,65.99,60.05,59.29,60.53,63.9,55.36,66.91,73.38,64.77,60.07,62.94,63.65,73.12
207,3168,837,Donskaya Negatchevka 9,1895,57,59,64,64,66,62,67,78,70,70,65,67,72,57.0,59.0,64.0,64.0,66.0,62.0,67.0,78.0,70.0,70.0,65.0,67.0,72.0
206,3161,837,Donskaya Negatchevka 9,1814,56,50,50,66,65,66,56,63,59,62,68,65,71,54.46,48.51,50.22,70.99,67.22,67.81,58.23,61.77,60.35,57.47,64.9,65.5,71.85
205,3171,837,Donskaya Negatchevka 9,1725,64,61,60,57,65,65,58,76,67,76,73,65,69,60.77,57.87,60.47,67.47,69.65,68.79,62.67,73.41,69.84,66.49,66.48,66.04,70.79
204,3156,837,Donskaya Negatchevka 9,1864,44,42,37,54,56,51,54,59,51,42,49,52,46,43.41,41.43,37.08,55.91,56.85,51.69,54.85,58.53,51.52,40.27,47.81,52.19,46.33
203,3166,837,Donskaya Negatchevka 9,1804,60,69,62,62,68,65,72,73,78,81,71,70,67,58.27,67.33,62.25,67.6,70.49,67.03,74.5,71.61,79.52,75.91,67.51,70.56,67.96
202,3160,837,Donskaya Negatchevka 9,1818,58,62,57,70,66,70,67,71,62,64,60,66,68,56.54,60.58,57.21,74.74,68.11,71.72,69.12,69.83,63.29,59.69,57.05,66.47,68.81
201,3170,837,Donskaya Negatchevka 9,1771,49,48,60,51,52,55,55,57,55,53,49,52,56,46.65,45.72,60.34,58.63,55.39,57.77,58.41,55.11,57.07,46.06,44.25,52.76,57.31
200,3164,837,Donskaya Negatchevka 9,1874,60,53,69,73,78,71,68,62,70,56,56,56,61,59.6,52.61,69.06,74.29,78.57,71.47,68.58,61.68,70.35,54.83,55.2,56.13,61.22
199,3552,984,Don Delta,2098,79,82,87,83,86,85,84,76,61,71,69,62,79,81.1,82.44,86.61,79.3,83.84,81.25,77.11,72.74,63.67,71.87,67.56,57.3,71.93
198,3547,984,Don Delta,2027,79,77,77,93,78,85,78,76,57,59,60,65,69,82.5,77.73,76.34,86.85,74.41,78.77,66.53,70.58,61.45,60.45,57.6,57.18,57.24
197,3551,984,Don Delta,2205,98,87,79,95,89,84,79,70,66,65,69,66,62,98.0,87.0,79.0,95.0,89.0,84.0,79.0,70.0,66.0,65.0,69.0,66.0,62.0
196,3546,984,Don Delta,2137,99,75,90,69,85,87,80,86,58,59,72,66,67,100.34,75.28,89.75,66.65,83.63,84.62,75.62,83.93,59.7,59.55,71.08,63.01,62.51
195,3550,984,Don Delta,2111,71,74,79,91,70,75,68,68,64,65,54,63,60,72.85,74.39,78.65,87.75,68.11,71.71,61.94,65.14,66.35,65.76,52.73,58.87,53.79
194,3544,984,Don Delta,2197,70,77,80,87,69,83,67,69,64,68,56,56,72,70.16,77.03,79.97,86.72,68.84,82.72,66.48,68.76,64.2,68.07,55.89,55.65,71.47
193,3548,984,Don Delta,2188,70,68,78,71,66,66,57,73,56,57,50,49,45,70.33,68.07,77.94,70.41,65.66,65.4,55.9,72.48,56.42,57.14,49.77,48.25,43.88
192,1137,108,Cudmore Grove 'Detrital mud',1938,50,59,61,59,53,52,59,67,69,71,53,65,64,53.78,62.68,63.92,62.26,55.86,54.68,63.38,71.55,71.31,76.03,56.7,69.36,68.23
191,1003,108,Cudmore Grove 'Detrital mud',1868,49,45,45,48,54,56,52,60,58,50,56,60,58,55.32,51.15,49.88,53.46,58.78,60.49,59.32,67.61,61.86,58.41,62.19,67.3,65.07
190,1026,108,Cudmore Grove 'Detrital mud',1773,42,44,39,48,49,51,43,57,46,44,55,50,51,51.77,53.51,46.55,56.44,56.39,57.94,54.32,68.77,51.96,57.01,64.57,61.28,61.93
189,1049,108,Cudmore Grove 'Detrital mud',1807,51,41,42,45,53,45,68,53,62,53,64,60,64,59.54,49.31,48.59,52.37,59.46,51.06,77.89,63.28,67.21,64.36,72.36,69.85,73.55
188,997,108,Cudmore Grove 'Detrital mud',1873,52,33,44,48,45,40,42,60,39,49,39,40,43,58.14,38.97,48.74,53.3,49.64,44.36,49.11,67.39,42.75,57.17,45.02,47.09,49.87
187,1013,108,Cudmore Grove 'Detrital mud',1905,50,54,46,75,65,57,60,82,69,59,82,74,64,54.98,58.84,49.84,79.3,68.76,60.53,65.77,87.99,72.04,65.62,86.88,79.74,69.57
186,1039,108,Cudmore Grove 'Detrital mud',1966,61,66,55,61,65,59,70,69,62,69,65,79,70,63.76,68.69,57.13,63.38,67.09,60.96,73.2,72.32,63.69,72.68,67.71,82.19,73.09
185,1136,108,Cudmore Grove 'Detrital mud',2031,59,64,53,55,62,57,65,78,63,62,66,70,68,59.4,64.39,53.31,55.35,62.3,57.28,65.46,78.48,63.24,62.53,66.39,70.46,68.45
184,1002,108,Cudmore Grove 'Detrital mud',2042,49,48,52,53,47,47,50,63,59,51,37,34,47,49.0,48.0,52.0,53.0,47.0,47.0,50.0,63.0,59.0,51.0,37.0,34.0,47.0
183,1024,108,Cudmore Grove 'Detrital mud',1845,53,50,51,48,61,57,53,63,77,57,75,67,65,60.16,56.96,56.53,54.18,66.41,62.08,61.29,71.62,81.37,66.53,82.01,75.26,73.0
182,1046,108,Cudmore Grove 'Detrital mud',1824,39,50,45,58,54,53,46,45,47,44,44,65,54,46.92,57.71,51.12,64.84,59.99,58.62,55.18,54.54,51.83,54.54,51.76,74.14,62.86
181,991,108,Cudmore Grove 'Detrital mud',1952,60,59,57,67,68,61,59,75,68,60,70,61,62,63.27,62.18,59.52,69.82,70.47,63.32,62.79,78.94,70.0,64.35,73.2,64.77,65.66
180,996,108,Cudmore Grove 'Detrital mud',1853,39,44,38,52,43,43,48,49,48,49,42,33,34,45.87,50.68,43.3,57.93,48.19,47.87,55.95,57.27,52.19,58.14,48.73,40.92,41.68
179,1012,108,Cudmore Grove 'Detrital mud',1770,42,44,47,44,52,47,54,65,48,46,51,53,53,51.88,53.62,54.63,52.53,59.47,54.01,65.45,76.9,54.03,59.15,60.68,64.4,64.05
178,1029,108,Cudmore Grove 'Detrital mud',1827,51,56,54,69,64,68,67,81,72,61,67,68,68,58.81,63.6,60.03,75.74,69.91,73.54,76.05,90.41,76.77,71.4,74.65,77.01,76.74
